id|tollbooth_id|tramo_name|motorbike|car|Car-axle|b2|b3|b4|t2|t3|t4|t5|t6|t7|t8|t9|Load-axle|road_length_km|fair_ref|sct_idVia|via
604|438|TULA I - ACAMBAY|$             8 7.00|$            1 75.00|$      8 9.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          4 77.00|$           4 77.00|$           7 36.00|$           7 36.00|$                7 36.00|$    1 62.00||pase||
605|438|TULA I - TULANCINGO|$             8 2.00|$            1 64.00|$      8 5.00|$          3 50.00|$          3 50.00|$          3 50.00|$          3 50.00|$          3 50.00|$          3 50.00|$          5 35.00|$           5 35.00|$           8 05.00|$           8 05.00|$                8 05.00|$    1 76.00||pase||
606|438|TULA I - PACHUCA|$             5 3.00|$            1 06.00|$      5 5.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          3 60.00|$           3 60.00|$           5 51.00|$           5 51.00|$                5 51.00|$    1 18.00||pase||
607|438|TULA I - JILOTEPEC|$             4 7.00|$               9 5.00|$      4 9.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          2 91.00|$           2 91.00|$           4 24.00|$           4 24.00|$                4 24.00|$      9 3.00||pase||
608|438|TULA I - LIVERPOOL|$             4 7.00|$               9 5.00|$      4 9.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          2 91.00|$           2 91.00|$           4 24.00|$           4 24.00|$                4 24.00|$      9 3.00||pase||
609|438|TULA I - QUERETARO|$             3 9.00|$               7 9.00|$      4 0.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          2 17.00|$           2 17.00|$           3 23.00|$           3 23.00|$                3 23.00|$      7 7.00||pase||
610|438|TULA I - AJOLOAPAN|$             2 4.00|$               4 8.00|$      2 5.00|$          1 32.00|$          1 32.00|$          1 32.00|$          1 32.00|$          1 32.00|$          1 32.00|$          2 22.00|$           2 22.00|$           3 34.00|$           3 34.00|$                3 34.00|$      6 7.00||pase||
611|438|TULA I - APAXCO|$             1 6.00|$               3 2.00|$      1 7.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$          1 48.00|$           1 48.00|$           2 12.00|$           2 12.00|$                2 12.00|$      4 0.00||pase||
612|438|TULA I - TULA II|$             1 6.00|$               3 2.00|$      1 6.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            7 4.00|$             7 4.00|$           1 11.00|$           1 11.00|$                1 11.00|$      3 0.00||pase||
613|438|TULA I - ATITALAQUIA|$               8 .00|$               1 6.00|$         8 .00|$            2 1.00|$            2 1.00|$            2 1.00|$            2 1.00|$            2 1.00|$            2 1.00|$            6 9.00|$             6 9.00|$             7 9.00|$             7 9.00|$                  7 9.00|$      1 1.00||pase||
614|437|ATITALAQUIA - SN MARTIN TEXMELUCAN|$           1 90.00|$            3 81.00|$    1 95.00|$          7 20.00|$          7 20.00|$          7 20.00|$          7 20.00|$          7 20.00|$          7 20.00|$      1 ,080.00|$       1 ,080.00|$       1 ,599.00|$       1 ,599.00|$            1 ,599.00|$    3 63.00||pase||
615|437|ATITALAQUIA - SANCTORUM|$           1 35.00|$            2 70.00|$    1 39.00|$          5 40.00|$          5 40.00|$          5 40.00|$          5 40.00|$          5 40.00|$          5 40.00|$          8 00.00|$           8 00.00|$       1 ,207.00|$       1 ,207.00|$            1 ,207.00|$    2 72.00||pase||
616|437|ATITALAQUIA - ATLACOMULCO|$           1 11.00|$            2 22.00|$    1 13.00|$          3 97.00|$          3 97.00|$          3 97.00|$          3 97.00|$          3 97.00|$          3 97.00|$          6 35.00|$           6 35.00|$           9 69.00|$           9 69.00|$                9 69.00|$    1 99.00||pase||
617|437|ATITALAQUIA - CALPULALPAN|$           1 11.00|$            2 22.00|$    1 14.00|$          4 71.00|$          4 71.00|$          4 71.00|$          4 71.00|$          4 71.00|$          4 71.00|$          6 83.00|$           6 83.00|$       1 ,054.00|$       1 ,054.00|$            1 ,054.00|$    2 37.00||pase||
618|437|ATITALAQUIA - ACAMBAY|$             9 5.00|$            1 91.00|$      9 7.00|$          3 44.00|$          3 44.00|$          3 44.00|$          3 44.00|$          3 44.00|$          3 44.00|$          5 45.00|$           5 45.00|$           8 16.00|$           8 16.00|$                8 16.00|$    1 73.00||pase||
619|437|ATITALAQUIA - SAHAGUN|$             9 2.00|$            1 85.00|$      9 5.00|$          3 81.00|$          3 81.00|$          3 81.00|$          3 81.00|$          3 81.00|$          3 81.00|$          5 56.00|$           5 56.00|$           8 68.00|$           8 68.00|$                8 68.00|$    1 92.00||pase||
620|437|ATITALAQUIA - TULANCINGO|$             7 4.00|$            1 48.00|$      7 6.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          4 66.00|$           4 66.00|$           7 25.00|$           7 25.00|$                7 25.00|$    1 65.00||pase||
621|437|ATITALAQUIA - JILOTEPEC|$             5 5.00|$            1 11.00|$      5 7.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          3 60.00|$           3 60.00|$           5 03.00|$           5 03.00|$                5 03.00|$    1 04.00||pase||
622|437|ATITALAQUIA - LIVERPOOL|$             5 5.00|$            1 11.00|$      5 7.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          3 60.00|$           3 60.00|$           5 03.00|$           5 03.00|$                5 03.00|$    1 04.00||pase||
623|437|ATITALAQUIA - QUERETARO|$             4 7.00|$               9 5.00|$      4 9.00|$          1 75.00|$          1 75.00|$          1 75.00|$          1 75.00|$          1 75.00|$          1 75.00|$          2 86.00|$           2 86.00|$           4 02.00|$           4 02.00|$                4 02.00|$      8 8.00||pase||
624|437|ATITALAQUIA - PACHUCA|$             4 5.00|$               9 0.00|$      4 7.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 91.00|$           2 91.00|$           4 71.00|$           4 71.00|$                4 71.00|$    1 07.00||pase||
625|437|ATITALAQUIA - TULA II|$             2 4.00|$               4 8.00|$      2 4.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$          1 43.00|$           1 43.00|$           1 91.00|$           1 91.00|$                1 91.00|$      4 0.00||pase||
626|437|ATITALAQUIA - AJOLOAPAN|$             1 6.00|$               3 2.00|$      1 7.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 54.00|$           1 54.00|$           2 54.00|$           2 54.00|$                2 54.00|$      5 6.00||pase||
627|437|ATITALAQUIA - APAXCO|$               8 .00|$               1 6.00|$         8 .00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            7 9.00|$             7 9.00|$           1 32.00|$           1 32.00|$                1 32.00|$      3 0.00||pase||
628|437|ATITALAQUIA - TULA I|$               8 .00|$               1 6.00|$         8 .00|$            2 1.00|$            2 1.00|$            2 1.00|$            2 1.00|$            2 1.00|$            2 1.00|$            6 9.00|$             6 9.00|$             7 9.00|$             7 9.00|$                  7 9.00|$      1 1.00||pase||
629|436|AJOLOAPAN - SN MARTIN TEXMELUCAN|$           1 75.00|$            3 50.00|$    1 78.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          9 27.00|$           9 27.00|$       1 ,345.00|$       1 ,345.00|$            1 ,345.00|$    3 07.00||pase||
630|436|AJOLOAPAN - ATLACOMULCO|$           1 27.00|$            2 54.00|$    1 30.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          7 89.00|$           7 89.00|$       1 ,223.00|$       1 ,223.00|$            1 ,223.00|$    2 55.00||pase||
631|436|AJOLOAPAN - SANCTORUM|$           1 19.00|$            2 38.00|$    1 22.00|$          4 29.00|$          4 29.00|$          4 29.00|$          4 29.00|$          4 29.00|$          4 29.00|$          6 46.00|$           6 46.00|$           9 53.00|$           9 53.00|$                9 53.00|$    2 16.00||pase||
632|436|AJOLOAPAN - ACAMBAY|$           1 11.00|$            2 22.00|$    1 14.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          6 99.00|$           6 99.00|$       1 ,070.00|$       1 ,070.00|$            1 ,070.00|$    2 29.00||pase||
633|436|AJOLOAPAN - CALPULALPAN|$             9 5.00|$            1 91.00|$      9 7.00|$          3 60.00|$          3 60.00|$          3 60.00|$          3 60.00|$          3 60.00|$          3 60.00|$          5 30.00|$           5 30.00|$           8 00.00|$           8 00.00|$                8 00.00|$    1 81.00||pase||
634|436|AJOLOAPAN - SAHAGUN|$             7 7.00|$            1 54.00|$      7 8.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          4 02.00|$           4 02.00|$           6 14.00|$           6 14.00|$                6 14.00|$    1 36.00||pase||
635|436|AJOLOAPAN - JILOTEPEC|$             7 1.00|$            1 43.00|$      7 4.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          5 14.00|$           5 14.00|$           7 57.00|$           7 57.00|$                7 57.00|$    1 60.00||pase||
636|436|AJOLOAPAN - LIVERPOOL|$             7 1.00|$            1 43.00|$      7 4.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          5 14.00|$           5 14.00|$           7 57.00|$           7 57.00|$                7 57.00|$    1 60.00||pase||
637|436|AJOLOAPAN - QUERETARO|$             6 3.00|$            1 27.00|$      6 6.00|$          2 86.00|$          2 86.00|$          2 86.00|$          2 86.00|$          2 86.00|$          2 86.00|$          4 40.00|$           4 40.00|$           6 57.00|$           6 57.00|$                6 57.00|$    1 44.00||pase||
638|436|AJOLOAPAN - TULANCINGO|$             5 8.00|$            1 17.00|$      5 9.00|$          2 17.00|$          2 17.00|$          2 17.00|$          2 17.00|$          2 17.00|$          2 17.00|$          3 12.00|$           3 12.00|$           4 71.00|$           4 71.00|$                4 71.00|$    1 09.00||pase||
639|436|AJOLOAPAN - TULA II|$             3 9.00|$               7 9.00|$      4 1.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          2 97.00|$           2 97.00|$           4 45.00|$           4 45.00|$                4 45.00|$      9 6.00||pase||
640|436|AJOLOAPAN - PACHUCA|$             2 9.00|$               5 8.00|$      3 0.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 38.00|$           1 38.00|$           2 17.00|$           2 17.00|$                2 17.00|$      5 1.00||pase||
641|436|AJOLOAPAN - TULA I|$             2 4.00|$               4 8.00|$      2 5.00|$          1 32.00|$          1 32.00|$          1 32.00|$          1 32.00|$          1 32.00|$          1 32.00|$          2 22.00|$           2 22.00|$           3 34.00|$           3 34.00|$                3 34.00|$      6 7.00||pase||
642|436|AJOLOAPAN - ATITALAQUIA|$             1 6.00|$               3 2.00|$      1 7.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 11.00|$          1 54.00|$           1 54.00|$           2 54.00|$           2 54.00|$                2 54.00|$      5 6.00||pase||
643|436|AJOLOAPAN - APAXCO|$               8 .00|$               1 6.00|$         8 .00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            7 4.00|$             7 4.00|$           1 22.00|$           1 22.00|$                1 22.00|$      2 6.00||pase||
644|435|PACHUCA - ATLACOMULCO|$           1 56.00|$            3 12.00|$    1 60.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          9 27.00|$           9 27.00|$       1 ,440.00|$       1 ,440.00|$            1 ,440.00|$    3 06.00||pase||
645|435|PACHUCA - SN MARTIN TEXMELUCAN|$           1 45.00|$            2 91.00|$    1 48.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          7 89.00|$           7 89.00|$       1 ,128.00|$       1 ,128.00|$            1 ,128.00|$    2 56.00||pase||
646|435|PACHUCA - ACAMBAY|$           1 40.00|$            2 81.00|$    1 44.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          8 37.00|$           8 37.00|$       1 ,287.00|$       1 ,287.00|$            1 ,287.00|$    2 80.00||pase||
647|435|PACHUCA - JILOTEPEC|$           1 00.00|$            2 01.00|$    1 04.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          6 51.00|$           6 51.00|$           9 74.00|$           9 74.00|$                9 74.00|$    2 11.00||pase||
648|435|PACHUCA - LIVERPOOL|$           1 00.00|$            2 01.00|$    1 04.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          6 51.00|$           6 51.00|$           9 74.00|$           9 74.00|$                9 74.00|$    2 11.00||pase||
649|435|PACHUCA - QUERETARO|$             9 2.00|$            1 85.00|$      9 5.00|$          3 87.00|$          3 87.00|$          3 87.00|$          3 87.00|$          3 87.00|$          3 87.00|$          5 77.00|$           5 77.00|$           8 74.00|$           8 74.00|$                8 74.00|$    1 95.00||pase||
650|435|PACHUCA - SANCTORUM|$             9 0.00|$            1 80.00|$      9 2.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          5 08.00|$           5 08.00|$           7 36.00|$           7 36.00|$                7 36.00|$    1 65.00||pase||
651|435|PACHUCA - TULA II|$             6 9.00|$            1 38.00|$      7 1.00|$          2 91.00|$          2 91.00|$          2 91.00|$          2 91.00|$          2 91.00|$          2 91.00|$          4 34.00|$           4 34.00|$           6 62.00|$           6 62.00|$                6 62.00|$    1 47.00||pase||
652|435|PACHUCA - CALPULALPAN|$             6 6.00|$            1 32.00|$      6 8.00|$          2 59.00|$          2 59.00|$          2 59.00|$          2 59.00|$          2 59.00|$          2 59.00|$          3 92.00|$           3 92.00|$           5 83.00|$           5 83.00|$                5 83.00|$    1 30.00||pase||
653|435|PACHUCA - TULA I|$             5 3.00|$            1 06.00|$      5 5.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          3 60.00|$           3 60.00|$           5 51.00|$           5 51.00|$                5 51.00|$    1 18.00||pase||
654|435|PACHUCA - SAHAGUN|$             4 7.00|$               9 5.00|$      4 9.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          2 65.00|$           2 65.00|$           3 97.00|$           3 97.00|$                3 97.00|$      8 5.00||pase||
655|435|PACHUCA - ATITALAQUIA|$             4 5.00|$               9 0.00|$      4 7.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 91.00|$           2 91.00|$           4 71.00|$           4 71.00|$                4 71.00|$    1 07.00||pase||
656|435|PACHUCA- APAXCO|$             3 7.00|$               7 4.00|$      3 8.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          2 12.00|$           2 12.00|$           3 39.00|$           3 39.00|$                3 39.00|$      7 7.00||pase||
657|435|PACHUCA - AJOLOAPAN|$             2 9.00|$               5 8.00|$      3 0.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 01.00|$          1 38.00|$           1 38.00|$           2 17.00|$           2 17.00|$                2 17.00|$      5 1.00||pase||
658|435|PACHUCA - TULANCINGO|$             2 9.00|$               5 8.00|$      3 0.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 75.00|$           1 75.00|$           2 54.00|$           2 54.00|$                2 54.00|$      5 8.00||pase||
659|434|TULANCINGO-ATLACOMULCO|$           1 85.00|$            3 71.00|$     190.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$      1 ,101.00|$       1 ,101.00|$       1 ,695.00|$       1 ,695.00|$            1 ,695.00|$     364.00||pase||
660|434|TULANCINGO - ACAMBAY|$           1 69.00|$            3 39.00|$    1 74.00|$          6 73.00|$          6 73.00|$          6 73.00|$          6 73.00|$          6 73.00|$          6 73.00|$      1 ,011.00|$       1 ,011.00|$       1 ,541.00|$       1 ,541.00|$            1 ,541.00|$    3 38.00||pase||
661|434|TULANCINGO - JILOTEPEC|$           1 29.00|$            2 59.00|$    1 33.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          8 26.00|$           8 26.00|$       1 ,229.00|$       1 ,229.00|$            1 ,229.00|$    2 69.00||pase||
662|434|TULANCINGO - LIVERPOOL|$           1 29.00|$            2 59.00|$    1 33.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          8 26.00|$           8 26.00|$       1 ,229.00|$       1 ,229.00|$            1 ,229.00|$    2 69.00||pase||
663|434|TULANCINGO - QUERETARO|$           1 22.00|$            2 44.00|$    1 25.00|$          5 03.00|$          5 03.00|$          5 03.00|$          5 03.00|$          5 03.00|$          5 03.00|$          7 52.00|$           7 52.00|$       1 ,128.00|$       1 ,128.00|$            1 ,128.00|$    2 53.00||pase||
664|434|TULANCINGO - SN MARTIN TEXMELUCAN|$           1 16.00|$            2 33.00|$    1 19.00|$          3 92.00|$          3 92.00|$          3 92.00|$          3 92.00|$          3 92.00|$          3 92.00|$          6 14.00|$           6 14.00|$           8 74.00|$           8 74.00|$                8 74.00|$    1 98.00||pase||
665|434|TULANCINGO - TULA II|$             9 8.00|$            1 96.00|$    1 01.00|$          4 08.00|$          4 08.00|$          4 08.00|$          4 08.00|$          4 08.00|$          4 08.00|$          6 09.00|$           6 09.00|$           9 16.00|$           9 16.00|$                9 16.00|$    2 05.00||pase||
666|434|TULANCINGO - TULA I|$             8 2.00|$            1 64.00|$      8 5.00|$          3 50.00|$          3 50.00|$          3 50.00|$          3 50.00|$          3 50.00|$          3 50.00|$          5 35.00|$           5 35.00|$           8 05.00|$           8 05.00|$                8 05.00|$    1 76.00||pase||
667|434|TULANCINGO - ATITALAQUIA|$             7 4.00|$            1 48.00|$      7 6.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          4 66.00|$           4 66.00|$           7 25.00|$           7 25.00|$                7 25.00|$    1 65.00||pase||
668|434|TULANCINGO - APAXCO|$             6 6.00|$            1 32.00|$      6 8.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          3 87.00|$           3 87.00|$           5 93.00|$           5 93.00|$                5 93.00|$    1 36.00||pase||
669|434|TULANCINGO - SANCTORUM|$             6 1.00|$            1 22.00|$      6 2.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          3 34.00|$           3 34.00|$           4 82.00|$           4 82.00|$                4 82.00|$    1 07.00||pase||
670|434|TULANCINGO - AJOLOAPAN|$             5 8.00|$            1 17.00|$      5 9.00|$          2 17.00|$          2 17.00|$          2 17.00|$          2 17.00|$          2 17.00|$          2 17.00|$          3 12.00|$           3 12.00|$           4 71.00|$           4 71.00|$                4 71.00|$    1 09.00||pase||
671|434|TULANCINGO - CALPULALPAN|$             3 7.00|$               7 4.00|$      3 8.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          2 17.00|$           2 17.00|$           3 28.00|$           3 28.00|$                3 28.00|$      7 2.00||pase||
672|434|TULANCINGO - PACHUCA|$             2 9.00|$               5 8.00|$      3 0.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 17.00|$          1 75.00|$           1 75.00|$           2 54.00|$           2 54.00|$                2 54.00|$      5 8.00||pase||
673|434|TULANCINGO - SAHAGUN|$             1 8.00|$               3 7.00|$      1 9.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            9 0.00|$             9 0.00|$           1 43.00|$           1 43.00|$                1 43.00|$      2 6.00||pase||
674|433|SAHAGUN - ATLACOMULCO|$           2 04.00|$            4 08.00|$    2 09.00|$          7 78.00|$          7 78.00|$          7 78.00|$          7 78.00|$          7 78.00|$          7 78.00|$      1 ,191.00|$       1 ,191.00|$       1 ,838.00|$       1 ,838.00|$            1 ,838.00|$    3 91.00||pase||
675|433|SAHAGUN - ACAMBAY|$           1 88.00|$            3 76.00|$    1 93.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$          7 25.00|$      1 ,101.00|$       1 ,101.00|$       1 ,684.00|$       1 ,684.00|$            1 ,684.00|$    3 64.00||pase||
676|433|SAHAGUN - JILOTEPEC|$           1 48.00|$            2 97.00|$    1 53.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          9 16.00|$           9 16.00|$       1 ,372.00|$       1 ,372.00|$            1 ,372.00|$    2 95.00||pase||
677|433|SAHAGUN - LIVERPOOL|$           1 48.00|$            2 97.00|$    1 53.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          9 16.00|$           9 16.00|$       1 ,372.00|$       1 ,372.00|$            1 ,372.00|$    2 95.00||pase||
678|433|SAHAGUN - QUERETARO|$           1 40.00|$            2 81.00|$    1 44.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          8 42.00|$           8 42.00|$       1 ,271.00|$       1 ,271.00|$            1 ,271.00|$    2 80.00||pase||
679|433|SAHAGUN - TULA II|$           1 16.00|$            2 33.00|$    1 20.00|$          4 61.00|$          4 61.00|$          4 61.00|$          4 61.00|$          4 61.00|$          4 61.00|$          6 99.00|$           6 99.00|$       1 ,059.00|$       1 ,059.00|$            1 ,059.00|$    2 32.00||pase||
680|433|SAHAGUN - TULA I|$           1 00.00|$            2 01.00|$    1 04.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          6 25.00|$           6 25.00|$           9 48.00|$           9 48.00|$                9 48.00|$    2 02.00||pase||
681|433|SAHAGUN - SN MARTIN TEXMELUCAN|$             9 8.00|$            1 96.00|$    1 00.00|$          3 39.00|$          3 39.00|$          3 39.00|$          3 39.00|$          3 39.00|$          3 39.00|$          5 24.00|$           5 24.00|$           7 31.00|$           7 31.00|$                7 31.00|$    1 72.00||pase||
682|433|SAHAGUN - ATITALAQUIA|$             9 2.00|$            1 85.00|$      9 5.00|$          3 81.00|$          3 81.00|$          3 81.00|$          3 81.00|$          3 81.00|$          3 81.00|$          5 56.00|$           5 56.00|$           8 68.00|$           8 68.00|$                8 68.00|$    1 92.00||pase||
683|433|SAHAGUN - APAXCO|$             8 4.00|$            1 69.00|$      8 7.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          4 77.00|$           4 77.00|$           7 36.00|$           7 36.00|$                7 36.00|$    1 62.00||pase||
684|433|SAHAGUN - AJOLOAPAN|$             7 7.00|$            1 54.00|$      7 8.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          4 02.00|$           4 02.00|$           6 14.00|$           6 14.00|$                6 14.00|$    1 36.00||pase||
685|433|SAHAGUN - PACHUCA|$             4 7.00|$               9 5.00|$      4 9.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          2 65.00|$           2 65.00|$           3 97.00|$           3 97.00|$                3 97.00|$      8 5.00||pase||
686|433|SAHAGUN - SANCTORUM|$             4 2.00|$               8 5.00|$      4 3.00|$          1 59.00|$          1 59.00|$          1 59.00|$          1 59.00|$          1 59.00|$          1 59.00|$          2 44.00|$           2 44.00|$           3 39.00|$           3 39.00|$                3 39.00|$      8 0.00||pase||
687|433|SAHAGUN - CALPULALPAN|$             1 8.00|$               3 7.00|$      1 9.00|$            9 0.00|$            9 0.00|$            9 0.00|$            9 0.00|$            9 0.00|$            9 0.00|$          1 27.00|$           1 27.00|$           1 85.00|$           1 85.00|$                1 85.00|$      4 6.00||pase||
688|433|SAHAGUN - TULANCINGO|$             1 8.00|$               3 7.00|$      1 9.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            9 0.00|$             9 0.00|$           1 43.00|$           1 43.00|$                1 43.00|$      2 6.00||pase||
689|432|CALPULALPAN-ATLACOMULCO|$           2 22.00|$            4 45.00|$    2 28.00|$          8 68.00|$          8 68.00|$          8 68.00|$          8 68.00|$          8 68.00|$          8 68.00|$      1 ,319.00|$       1 ,319.00|$       2 ,023.00|$       2 ,023.00|$            2 ,023.00|$    4 36.00||pase||
690|432|CALPULALPAN - ACAMBAY|$           2 06.00|$            4 13.00|$    2 12.00|$          8 16.00|$          8 16.00|$          8 16.00|$          8 16.00|$          8 16.00|$          8 16.00|$      1 ,229.00|$       1 ,229.00|$       1 ,869.00|$       1 ,869.00|$            1 ,869.00|$    4 10.00||pase||
691|432|CALPULALPAN - JILOTEPEC|$           1 67.00|$            3 34.00|$    1 72.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$      1 ,043.00|$       1 ,043.00|$       1 ,557.00|$       1 ,557.00|$            1 ,557.00|$    3 41.00||pase||
692|432|CALPULALPAN - LIVERPOOL|$           1 67.00|$            3 34.00|$    1 72.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$      1 ,043.00|$       1 ,043.00|$       1 ,557.00|$       1 ,557.00|$            1 ,557.00|$    3 41.00||pase||
693|432|CALPULALPAN - QUERETARO|$           1 59.00|$            3 18.00|$    1 63.00|$          6 46.00|$          6 46.00|$          6 46.00|$          6 46.00|$          6 46.00|$          6 46.00|$          9 69.00|$           9 69.00|$       1 ,456.00|$       1 ,456.00|$            1 ,456.00|$    3 25.00||pase||
694|432|CALPULALPAN - TULA II|$           1 35.00|$            2 70.00|$    1 39.00|$          5 51.00|$          5 51.00|$          5 51.00|$          5 51.00|$          5 51.00|$          5 51.00|$          8 26.00|$           8 26.00|$       1 ,244.00|$       1 ,244.00|$            1 ,244.00|$    2 77.00||pase||
695|432|CALPULALPAN - TULA I|$           1 19.00|$            2 38.00|$    1 23.00|$          4 92.00|$          4 92.00|$          4 92.00|$          4 92.00|$          4 92.00|$          4 92.00|$          7 52.00|$           7 52.00|$       1 ,133.00|$       1 ,133.00|$            1 ,133.00|$    2 48.00||pase||
696|432|CALPULALPAN - ATITALAQUIA|$           1 11.00|$            2 22.00|$    1 14.00|$          4 71.00|$          4 71.00|$          4 71.00|$          4 71.00|$          4 71.00|$          4 71.00|$          6 83.00|$           6 83.00|$       1 ,054.00|$       1 ,054.00|$            1 ,054.00|$    2 37.00||pase||
697|432|CALPULALPAN - APAXCO|$           1 03.00|$            2 07.00|$    1 06.00|$          4 13.00|$          4 13.00|$          4 13.00|$          4 13.00|$          4 13.00|$          4 13.00|$          6 04.00|$           6 04.00|$           9 21.00|$           9 21.00|$                9 21.00|$    2 08.00||pase||
