id|tollbooth_id|strech_name|motorbike|car|Car-axle|bus-2axle|bus-3axle|bus-4axle|truck-2axle|truck-3axle|truck-4axle|truck-5axle|truck-6axle|truck-7axle|truck-8axle|truck-9axle|Load-axle|road_length_km|fair_ref|sct_idVia|via|Motorbike-axle|Car-rush-hour|Car-evening-hour
1032||CHAMAPA INBURSA - LA VENTA|$             5 3.00|$            1 05.00|$      5 2.00|$          2 00.00|$          2 89.00|$          3 62.00|$          2 00.00|$          2 89.00|$          3 62.00|$          5 04.00|$           5 66.00|$           7 09.00|$           7 98.00|$                8 48.00|$      9 2.00||pase||la venta-chamapa-lechería|||
1033||BOSQUE REAL - LA VENTA|$             4 0.00|$               7 9.00|$      3 9.00|$          1 51.00|$          2 18.00|$          2 73.00|$          1 51.00|$          2 18.00|$          2 73.00|$          3 80.00|$           4 27.00|$           5 35.00|$           6 02.00|$                6 39.00|$      6 9.00||pase||la venta-chamapa-lechería|||
1034||HUIXQUILUCAN - LA VENTA|$             4 0.00|$               7 9.00|$      3 9.00|$          1 51.00|$          2 18.00|$          2 73.00|$          1 51.00|$          2 18.00|$          2 73.00|$          3 80.00|$           4 27.00|$           5 35.00|$           6 02.00|$                6 39.00|$      6 9.00||pase||la venta-chamapa-lechería|||
1035||INTERLOMAS - LA VENTA|$             2 8.00|$               5 5.00|$      2 7.00|$          1 05.00|$          1 52.00|$          1 90.00|$          1 05.00|$          1 52.00|$          1 90.00|$          2 65.00|$           2 97.00|$           3 73.00|$           4 19.00|$                4 46.00|$      4 8.00||pase||la venta-chamapa-lechería|||
1036||ENT. CAPOMO - ENT. PEÑITA - AEROPUERTO + RAMAL|$       3 31.00|$       6 64.00|$       3 31.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,855.00|$    1 ,855.00|$    2 ,370.00|$    2 ,370.00|$    2 ,370.00|$       6 99.00||pase||las varas-vallarta|||
1037||RAMAL 692 + ENT. PEÑITA - ENT. AEROPUERTO|$       3 01.00|$       6 03.00|$       3 00.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,703.00|$    1 ,703.00|$    2 ,166.00|$    2 ,166.00|$    2 ,166.00|$       6 38.00||pase||las varas-vallarta|||
1038||ENT. CAPOMO - ENT. PEÑITA - BUCERIAS|$       2 09.00|$       4 20.00|$       2 10.00|$       8 28.00|$       8 28.00|$       8 28.00|$       8 28.00|$       8 28.00|$       8 28.00|$    1 ,047.00|$    1 ,047.00|$    1 ,399.00|$    1 ,399.00|$    1 ,399.00|$       4 20.00||pase||las varas-vallarta|||
1039||RAMAL 692  + ENT. PEÑITA - BUCERIAS|$       1 79.00|$       3 59.00|$       1 79.00|$       7 07.00|$       7 07.00|$       7 07.00|$       7 07.00|$       7 07.00|$       7 07.00|$       8 95.00|$       8 95.00|$    1 ,195.00|$    1 ,195.00|$    1 ,195.00|$       3 59.00||pase||las varas-vallarta|||
1040||ENT. CAPOMO - ENT. PEÑITA -FLORIDA|$         9 0.00|$       1 81.00|$         9 0.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       4 50.00|$       4 50.00|$       6 01.00|$       6 01.00|$       6 01.00|$       1 81.00||pase||las varas-vallarta|||
1041||ENT. CAPOMO - ENT. PEÑITA -FLORIDA|$         9 0.00|$       1 81.00|$         9 0.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       4 50.00|$       4 50.00|$       6 01.00|$       6 01.00|$       6 01.00|$       1 81.00||pase||las varas-vallarta|||
1042||RAMAL 692 + ENT. PEÑITA - FLORIDA|$         6 0.00|$       1 20.00|$         5 9.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 98.00|$       2 98.00|$       3 97.00|$       3 97.00|$       3 97.00|$       1 20.00||pase||las varas-vallarta|||
1043||ENT. CAPOMO - ENT. PEÑITA+RAMAL 692|$         3 5.00|$         7 1.00|$         3 5.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 76.00|$       1 76.00|$       2 35.00|$       2 35.00|$       2 35.00|$         7 1.00||pase||las varas-vallarta|||
1044||ENT. PEÑITA+RAMAL 692 - ENT. CAPOMO|$         3 5.00|$         7 1.00|$         3 5.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 39.00|$       1 76.00|$       1 76.00|$       2 35.00|$       2 35.00|$       2 35.00|$         7 1.00||pase||las varas-vallarta|||
1045||RAMAL + ENT AEROPUERTO - ENT. PEÑITA - CAPOMO|$       3 31.00|$       6 64.00|$       3 31.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,322.00|$    1 ,855.00|$    1 ,855.00|$    2 ,370.00|$    2 ,370.00|$    2 ,370.00|$       6 99.00||pase||las varas-vallarta|||
1046||RAMAL + ENT AEROPUERTO - ENT. PEÑITA+RAMAL 692|$       3 01.00|$       6 03.00|$       3 00.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,201.00|$    1 ,703.00|$    1 ,703.00|$    2 ,166.00|$    2 ,166.00|$    2 ,166.00|$       6 38.00||pase||las varas-vallarta|||
1047||RAMAL + ENT AEROPUERTO - FLORIDA|$       2 41.00|$       4 83.00|$       2 41.00|$       9 66.00|$       9 66.00|$       9 66.00|$       9 66.00|$       9 66.00|$       9 66.00|$    1 ,405.00|$    1 ,405.00|$    1 ,769.00|$    1 ,769.00|$    1 ,769.00|$       5 18.00||pase||las varas-vallarta|||
1048||RAMAL + ENT AEROPUERTO - BUCERIAS|$       1 22.00|$       2 44.00|$       1 21.00|$       4 94.00|$       4 94.00|$       4 94.00|$       4 94.00|$       4 94.00|$       4 94.00|$       8 08.00|$       8 08.00|$       9 71.00|$       9 71.00|$       9 71.00|$       2 79.00||pase||las varas-vallarta|||
1049||FLORIDA - ENT. AEROPUERTO + RAMAL|$       2 41.00|$       4 83.00|$       2 41.00|$       9 66.00|$       9 66.00|$       9 66.00|$       9 66.00|$       9 66.00|$       9 66.00|$    1 ,405.00|$    1 ,405.00|$    1 ,769.00|$    1 ,769.00|$    1 ,769.00|$       5 18.00||pase||las varas-vallarta|||
1050||FLORIDA - BUCERIAS|$       1 19.00|$       2 39.00|$       1 20.00|$       4 72.00|$       4 72.00|$       4 72.00|$       4 72.00|$       4 72.00|$       4 72.00|$       5 97.00|$       5 97.00|$       7 98.00|$       7 98.00|$       7 98.00|$       2 39.00||pase||las varas-vallarta|||
1051||FLORIDA -  ENT. PEÑITA - CAPOMO|$         9 0.00|$       1 81.00|$         9 0.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       3 56.00|$       4 50.00|$       4 50.00|$       6 01.00|$       6 01.00|$       6 01.00|$       1 81.00||pase||las varas-vallarta|||
1052||FLORIDA - ENT. PEÑITA + RAMAL 692|$         6 0.00|$       1 20.00|$         5 9.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 98.00|$       2 98.00|$       3 97.00|$       3 97.00|$       3 97.00|$       1 20.00||pase||las varas-vallarta|||
1053||FLORIDA - ENT. PEÑITA + RAMAL 692|$         6 0.00|$       1 20.00|$         5 9.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 35.00|$       2 98.00|$       2 98.00|$       3 97.00|$       3 97.00|$       3 97.00|$       1 20.00||pase||las varas-vallarta|||
1054||BUCERIAS - ENT. PEÑITA + CAPOMO|$       2 09.00|$       4 20.00|$       2 10.00|$       8 28.00|$       8 28.00|$       8 28.00|$       8 28.00|$       8 28.00|$       8 28.00|$    1 ,047.00|$    1 ,047.00|$    1 ,399.00|$    1 ,399.00|$    1 ,399.00|$       4 20.00||pase||las varas-vallarta|||
1055||BUCERIAS - ENT. PEÑITA + RAMAL 692|$       1 79.00|$       3 59.00|$       1 79.00|$       7 07.00|$       7 07.00|$       7 07.00|$       7 07.00|$       7 07.00|$       7 07.00|$       8 95.00|$       8 95.00|$    1 ,195.00|$    1 ,195.00|$    1 ,195.00|$       3 59.00||pase||las varas-vallarta|||
1056||BUCERIAS - FLORIDA|$       1 19.00|$       2 39.00|$       1 20.00|$       4 72.00|$       4 72.00|$       4 72.00|$       4 72.00|$       4 72.00|$       4 72.00|$       5 97.00|$       5 97.00|$       7 98.00|$       7 98.00|$       7 98.00|$       2 39.00||pase||las varas-vallarta|||
1057||BUCERIAS - ENT. AEROPUERTO + RAMAL|$       1 22.00|$       2 44.00|$       1 21.00|$       4 94.00|$       4 94.00|$       4 94.00|$       4 94.00|$       4 94.00|$       4 94.00|$       8 08.00|$       8 08.00|$       9 71.00|$       9 71.00|$       9 71.00|$       2 79.00||pase||las varas-vallarta|||
1058|514|COPANDARO- CUITZEO|$          14.00|$          28.00|$          14.00|$          68.00|$          68.00|$          68.00|$          68.00|$          68.00|$          68.00|$          95.00|$          95.00|$        100.00|$        100.00|$        100.00|$          28.00|7|pase|203|Morelia-salamanca|$            7 .00||
1059|514|COPANDARO-LA CINTA|$          42.00|$          85.00|$          42.00|$        200.00|$        200.00|$        200.00|$        200.00|$        200.00|$        200.00|$        290.00|$        290.00|$        300.00|$        300.00|$        300.00|$          85.00|20|pase|203|Morelia-salamanca|$          21.00||
1060|513|URIANGATO- COPANDARO|$          60.00|$        120.00|$          60.00|$        280.00|$        280.00|$        280.00|$        280.00|$        280.00|$        280.00|$        415.00|$        415.00|$        445.00|$        445.00|$        445.00|$        120.00|32|pase|203|Morelia-salamanca|$          30.00||
1061|512|VALLE DE SANTIAGO- COPANDARO|$        107.00|$        215.00|$        107.00|$        485.00|$        485.00|$        485.00|$        485.00|$        485.00|$        485.00|$        685.00|$        685.00|$        745.00|$        745.00|$        745.00|$        215.00|58|pase|203|Morelia-salamanca|$          53.00||
1062|510|VALTIERRILLA- COPANDARO|$        142.00|$        285.00|$        142.00|$        670.00|$        670.00|$        670.00|$        670.00|$        670.00|$        670.00|$        945.00|$        945.00|$    1 ,040.00|$    1 ,040.00|$    1 ,040.00|$        285.00|83|pase|203|Morelia-salamanca|$          71.00||
1063|513|URIANGATO-LA CINTA|$          17.00|$          35.00|$          17.00|$          80.00|$          80.00|$          80.00|$          80.00|$          80.00|$          80.00|$        125.00|$        125.00|$        145.00|$        145.00|$        145.00|$          35.00|12|pase|203|Morelia-salamanca|$            8 .00||
1064|512|VALLE DE SANTIAGO-LA CINTA|$          65.00|$        130.00|$          65.00|$        285.00|$        285.00|$        285.00|$        285.00|$        285.00|$        285.00|$        395.00|$        395.00|$        445.00|$        445.00|$        445.00|$        130.00|38|pase|203|Morelia-salamanca|$          32.00||
1065|510|VALTIERRILLA-LA CINTA|$        100.00|$        200.00|$        100.00|$        470.00|$        470.00|$        470.00|$        470.00|$        470.00|$        470.00|$        655.00|$        655.00|$        740.00|$        740.00|$        740.00|$        200.00||pase||Morelia-salamanca|$          50.00||
1066|514|COPANDARO- URIANGATO|$          60.00|$        120.00|$          60.00|$        280.00|$        280.00|$        280.00|$        280.00|$        280.00|$        280.00|$        415.00|$        415.00|$        445.00|$        445.00|$        445.00|$        120.00|32|pase|203|Morelia-salamanca|$          30.00||
1067|515|LA CINTA-URIANGATO|$          17.00|$          35.00|$          17.00|$          80.00|$          80.00|$          80.00|$          80.00|$          80.00|$          80.00|$        125.00|$        125.00|$        145.00|$        145.00|$        145.00|$          35.00|12|pase|203|Morelia-salamanca|$            8 .00||
1068|512|VALLE DE SANTIAGO- URIANGATO|$          47.00|$          95.00|$          47.00|$        205.00|$        205.00|$        205.00|$        205.00|$        205.00|$        205.00|$        270.00|$        270.00|$        300.00|$        300.00|$        300.00|$          95.00|26|pase|203|Morelia-salamanca|$          23.00||
1069|510|VALTIERRILLA- URIANGATO|$          82.00|$        165.00|$          82.00|$        390.00|$        390.00|$        390.00|$        390.00|$        390.00|$        390.00|$        530.00|$        530.00|$        595.00|$        595.00|$        595.00|$        165.00||pase||Morelia-salamanca|$          41.00||
1070|514|COPANDARO-VALLE DE SANTIAGO|$        107.00|$        215.00|$        107.00|$        485.00|$        485.00|$        485.00|$        485.00|$        485.00|$        485.00|$        685.00|$        685.00|$        745.00|$        745.00|$        745.00|$        215.00|58|pase|203|Morelia-salamanca|$          53.00||
1071|515|LA CINTA-VALLE DE SANTIAGO|$          65.00|$        130.00|$          65.00|$        285.00|$        285.00|$        285.00|$        285.00|$        285.00|$        285.00|$        395.00|$        395.00|$        445.00|$        445.00|$        445.00|$        130.00|38|pase|203|Morelia-salamanca|$          32.00||
1072|513|URIANGATO-VALLE DE SANTIAGO|$          47.00|$          95.00|$          47.00|$        205.00|$        205.00|$        205.00|$        205.00|$        205.00|$        205.00|$        270.00|$        270.00|$        300.00|$        300.00|$        300.00|$          95.00|26|pase|203|Morelia-salamanca|$          23.00||
1073|510|VALTIERRILLA-VALLE DE SANTIAGO|$          35.00|$          70.00|$          35.00|$        185.00|$        185.00|$        185.00|$        185.00|$        185.00|$        185.00|$        260.00|$        260.00|$        295.00|$        295.00|$        295.00|$          70.00||pase||Morelia-salamanca|$          17.00||
1074|514|COPANDARO- VALTIERRILLA|$        142.00|$        285.00|$        142.00|$        670.00|$        670.00|$        670.00|$        670.00|$        670.00|$        670.00|$        945.00|$        945.00|$    1 ,040.00|$    1 ,040.00|$    1 ,040.00|$        285.00|83|pase|203|Morelia-salamanca|$          71.00||
1075|514|LA CINTA- VALTIERRILLA|$        100.00|$        200.00|$        100.00|$        470.00|$        470.00|$        470.00|$        470.00|$        470.00|$        470.00|$        655.00|$        655.00|$        740.00|$        740.00|$        740.00|$        200.00||pase||Morelia-salamanca|$          50.00||
1076|513|URIANGATO- VALTIERRILLA|$          82.00|$        165.00|$          82.00|$        390.00|$        390.00|$        390.00|$        390.00|$        390.00|$        390.00|$        530.00|$        530.00|$        595.00|$        595.00|$        595.00|$        165.00||pase||Morelia-salamanca|$          41.00||
1077|512|VALLE DE SANTIAGO- VALTIERRILLA|$          35.00|$          70.00|$          35.00|$        185.00|$        185.00|$        185.00|$        185.00|$        185.00|$        185.00|$        260.00|$        260.00|$        295.00|$        295.00|$        295.00|$          70.00||pase||Morelia-salamanca|$          17.00||
1078|511|Valtierrilla-ent. Cerro gordo|$          11.00|$          23.00|$          11.00|$          48.00|$          48.00|$          48.00|$          48.00|$          48.00|$          48.00|$          55.00|$          55.00|$          68.00|$          68.00|$          68.00|$          23.00|5|pase|203|Morelia-salamanca|$            5 .00||
1079||SAN JERÓNIMO - PICACHO||$            10.17|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1080||SAN JERÓNIMO - STA. TERESA||$            16.45|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1081||SAN JERÓNIMO - ESTADIO AZTECA||$            28.66|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1082||SAN JERÓNIMO - VIADUCTO TLALPAN||$            37.46|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1083||SAN JERÓNIMO - TEPEPAN||$            37.39|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1084||SAN JERÓNIMO - ENTRADA SUPERVIA PTE.||$              4 .84|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1085||SAN JERÓNIMO - CAMINERO||$            41.10|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1086||SAN JERÓNIMO - CAMINERO BIS (INTERCONEXIÓN VET)||$            42.93|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1087||BLVD DE LA LUZ - PICACHO||$              7 .47|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1088||BLVD. DE LA LUZ  - STA. TERESA||$            13.75|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1089||BLVD. DE LA LUZ  - ESTADIO AZTECA||$            25.96|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1090||BLVD. DE LA LUZ  - VIADUCTO TLALPAN||$            34.76|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1091||BLVD. DE LA LUZ - TEPEPAN||$            34.54|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1092||BLVD. DE LA LUZ  - ENTRADA SUPERVIA PTE.||$              2 .05|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1093||BLVD. DE LA LUZ  - CAMINERO||$            38.40|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1094||BLVD. DE LA LUZ  - CAMINERO BIS (INTERCONEXIÓN VET)||$            40.23|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1095||L. CABRERA - PICACHO||$              4 .96|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1096||L. CABRERA - STA. TERESA||$            11.23|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1097||L. CABRERA - ESTADIO AZTECA||$            23.44|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1098||L. CABRERA - VIADUCTO TLALPAN||$            32.24|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1099||L. CABRERA - TEPEPAN||$            32.17|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1100||L. CABRERA - CAMINERO||$            35.88|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1101||L. CABRERA - CAMINERO BIS (INTERCONEXIÓN VET)||$            37.71|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1102||CUICUILCO - ESTADIO AZTECA||$              4 .05|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1103||CUICUILCO - VIADUCTO TLALPAN||$            12.85|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1104||CUICUILCO - TEPEPAN||$            12.78|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1105||CUICUILCO - CAMINERO||$            16.49|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1106||CUICUILCO - CAMINERO BIS (INTERCONEXIÓN VET)||$            18.32|||||||||||||||pase||Autopista-urbana-sur-norte-sur|||
1107||TEPEPAN - PEDREGAL DEL SUR||$            12.56|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1108||TEPEPAN - LUIS CABRERA||$            32.30|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1109||TEPEPAN - BLVD. DE LA LUZ||$            35.02|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1110||TEPEPAN - SAN JERÓNIMO||$            37.56|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1111||VIADUCTO TLALPAN - PEDREGAL DEL SUR||$            12.03|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1112||VIADUCTO TLALPAN - LUIS CABRERA||$            31.76|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1113||VIADUCTO TLALPAN - BLVD. DE LA LUZ||$            34.49|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1114||VIADUCTO TLALPAN - SAN JERÓNIMO||$            37.03|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1115||CAMINERO - PEDREGAL DEL SUR||$            15.60|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1116||CAMINERO - LUIS CABRERA||$            35.33|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1117||CAMINERO  - BLVD. DE LA LUZ||$            38.06|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1118||CAMINERO - SAN JERÓNIMO||$            40.60|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1119||ESTADIO AZTECA - PEDREGAL DEL SUR||$              3 .41|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1120||ESTADIO AZTECA - LUIS CABRERA||$            23.15|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1121||ESTADIO AZTECA - BLVD. DE LA LUZ||$            25.87|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1122||ESTADIO AZTECA - SAN JERÓNIMO||$            28.41|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1123||MONTAÑA - LUIS CABRERA||$            11.50|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1124||MONTAÑA - BLVD. DE LA LUZ||$            14.23|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1125||MONTAÑA - SAN JERÓNIMO||$            16.77|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1126||P. PEDREGAL - LUIS CABRERA||$              7 .18|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1127||P. PEDREGAL - BLVD. DE LA LUZ||$              9 .90|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1128||P. PEDREGAL - SAN JERÓNIMO||$            12.45|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1129||CAMINERO BIS (INTERCONEXIÓN VET) - SAN JERÓNIMO||$            41.35|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1130||CAMINERO BIS (INTERCONEXIÓN VET) - BLVD DE LA LUZ||$            38.81|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1131||CAMINERO BIS (INTERCONEXIÓN VET)- LUIS CABRERA||$            37.71|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1132||CAMINERO BIS (INTERCONEXIÓN VET) - PEDREGAL DEL S.||$            16.35|||||||||||||||pase||Autopista-urbana-sur-sur-norte|||
1133||AUSUR BANOBRAS (VIADUCTO ELEVADO DE TLALPAN)||$178.00|||||||||||||||pase||viaducto elevado tlalpan|||
1134||POETAS -AGUILAS||$            61.00|||||||||||||||pase||supervia|||
1135||POETAS -TORRES||$            71.00|||||||||||||||pase||supervia|||
1136||POETAS LUIS CABRERA||$            71.00|||||||||||||||pase||supervia|||
1137||POETAS-VELC||$            95.00|||||||||||||||pase||supervia|||
1138||CENTENARIO-AGUILAS||$            61.00|||||||||||||||pase||supervia|||
1139||CENTENARIO-LAS TORRES||$            71.00|||||||||||||||pase||supervia|||
1140||CENTENARIO- LUIS CABRERA||$            71.00|||||||||||||||pase||supervia|||
1141||CENTENARIO-VELC||$            95.00|||||||||||||||pase||supervia|||
1142||AGUILAS SUR-TORRES||$            71.00|||||||||||||||pase||supervia|||
1143||AGUILAS SUR-LUIS CABRERA||$            71.00|||||||||||||||pase||supervia|||
1144||AGUILAS SUR-VELC||$            95.00|||||||||||||||pase||supervia|||
1145||TORRES SUR-LUIS CABRERA||$            71.00|||||||||||||||pase||supervia|||
1146||TORRES SUR-VELC||$            95.00|||||||||||||||pase||supervia|||
1147||"VIADUCTO ELEVADO LUIS CABRERA (VELC)- DISTRIBUIDOR 
VIAL"||$           2 4.00|||||||||||||||pase||supervia|||
1148||VELC -LUIS CABRERA||$            24.00|||||||||||||||pase||supervia|||
1149||VELC-TORRES||$            95.00|||||||||||||||pase||supervia|||
1150||VELC-ÁGUILAS||$            95.00|||||||||||||||pase||supervia|||
1151||VELC-POETAS||$            95.00|||||||||||||||pase||supervia|||
1152||LUIS CABRERA-TORRES||$            71.00|||||||||||||||pase||supervia|||
1153||LUIS CABRERA-AGUILAS||$            71.00|||||||||||||||pase||supervia|||
1154||LUIS CABRERA-POETAS||$            71.00|||||||||||||||pase||supervia|||
1155||TORRES-AGUILAS||$            71.00|||||||||||||||pase||supervia|||
1156||TORRES-POETAS||$            71.00|||||||||||||||pase||supervia|||
1157||AGUILAS-POETAS||$            61.00|||||||||||||||pase||supervia|||
1158||TEPALCAPA-VALLEJO||$            46.11|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1159||TEPALCAPA-CIRCUNVALACIÓN||$            87.37|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1160||TEPALCAPA-1° DE MAYO||$         1 25.75|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1161||TEPALCAPA-SAN JOAQUÍN||$         1 32.71|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1162||TEPALCAPA-ENT. AUT. URBANA NTE.||$         1 34.62|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1163||LÓPEZ PORTILLO (PERINORTE)-VALLEJO||$            30.81|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1164||LÓPEZ PORTILLO (PERINORTE)-CIRCUNVALACIÓN||$            72.07|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1165||LÓPEZ PORTILLO (PERINORTE)-1° DE MAYO||$         1 10.45|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1166||LÓPEZ PORTILLO (PERINORTE)-SAN JOAQUÍN||$         1 17.40|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1167||LÓPEZ PORTILLO (PERINORTE)-ENT. AUT. URBANA NTE.||$         1 19.32|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1168||LECHERÍA-VALLEJO||$            23.01|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1169||LECHERÍA-CIRCUNVALACIÓN||$            64.27|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1170||LECHERÍA-1° DE MAYO||$         1 02.64|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1171||LECHERÍA-SAN JOAQUÍN||$         1 09.60|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1172||LECHERÍA-ENT. AUT. URBANA NTE.||$         1 11.51|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1173||LAGO DE GUADALUPE-VALLEJO||$              7.23|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1174||LAGO DE GUADALUPE-CIRCUNVALACIÓN||$            48.49|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1175||LAGO DE GUADALUPE-1° DE MAYO||$            86.87|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1176||LAGO DE GUADALUPE-SAN JOAQUÍN||$            93.83|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1177||LAGO DE GUADALUPE-ENT. AUT. URBANA NTE.||$            95.74|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1178||VALLE DORADO-CIRCUNVALACIÓN||$            30.94|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1179||VALLE DORADO-1° DE MAYO||$            69.32|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1180||VALLE DORADO-SAN JOAQUÍN||$            76.27|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1181||VALLE DORADO-ENT. AUT. URBANA NTE.||$            78.19|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1182||SANTA MÓNICA-CIRCUNVALACIÓN||$            14.22|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1183||SANTA MÓNICA-1° DE MAYO||$            52.59|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1184||SANTA MÓNICA-SAN JOAQUÍN||$            59.55|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1185||SANTA MÓNICA-ENT. AUT. URBANA NTE.||$            61.46|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1186||NAUCALLI-1° DE MAYO||$            20.61|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1187||NAUCALLI-SAN JOAQUÍN||$            27.57|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1188||NAUCALLI-ENT. AUT. URBANA NTE.||$            29.48|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1189||LOMAS VERDES-1° DE MAYO||$            21.43|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1190||LOMAS VERDES-SAN JOAQUÍN||$            28.39|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1191||LOMAS VERDES-ENT. AUT. URBANA NTE.||$            30.30|||||||||||||||pase||viaducto bicentenario-norte-sur|||
